DE Ref,Name,Phase,District,District Inspector
3010883,Linn Primary School ,Primary,N4,Mark Keown
3010891,Fourtowns Primary School ,Primary,N5,Ann Woods
3010892,Ballytober Primary School ,Primary,N1,John McCusker
3010893,Knockahollet Primary School ,Primary,N2,Gillian McEwen
3010895,Rathcoole Primary School ,Primary,N4,Mark Keown
3012049,Carnalridge Primary School ,Primary,N1,John McCusker
3012065,Culcrow Primary School ,Primary,N1,John McCusker
3012225,Damhead Primary School ,Primary,N1,John McCusker
3012229,Hezlett Primary School ,Primary,N1,John McCusker
3012233,Tobermore Primary School ,Primary,SW3,Peter Dennis
3012234,Ampertaine Primary School ,Primary,SW3,Peter Dennis
3012237,Killowen Primary School ,Primary,N1,John McCusker
3012250,Portstewart Primary School ,Primary,N1,John McCusker
3012264,Millburn Primary School ,Primary,N1,John McCusker
3012267,Magherafelt Controlled Primary School ,Primary,SW3,Peter Dennis
3012269,Kilrea Primary School (GMK)*,Primary,N1,Gillian McEwen
3012284,D H Christie Memorial Primary School (GMK)*,Primary,N1,Gillian McEwen
3012288,Castleroe Primary School ,Primary,N1,John McCusker
3012290,Bellaghy Primary School ,Primary,SW3,Peter Dennis
3012291,Maghera Primary School ,Primary,SW3,Peter Dennis
3013301,Carnmoney Primary School ,Primary,N3,Gearoid Rafferty
3013310,Broughshane Primary School ,Primary,N2,Gillian McEwen
3013315,Ballykeel Primary School ,Primary,N2,Gillian McEwen
3013322,Camphill Primary School ,Primary,N2,Gillian McEwen
3013323,Mossgrove Primary School ,Primary,N3,Gearoid Rafferty
3013325,Leaney Primary School ,Primary,N5,Ann Woods
3013330,Victoria Primary School ,Primary,N4,Mark Keown
3013331,Ballycraigy Primary School ,Primary,N5,Ann Woods
3013332,Toreagh Primary School ,Primary,N4,Mark Keown
3013700,Macosquin Primary School ,Primary,N1,John McCusker
3013704,Castledawson Primary School ,Primary,SW3,Peter Dennis
3016005,Silverstream Primary School ,Primary,N4,Mark Keown
3016014,Templepatrick Primary School ,Primary,N3,Gearoid Rafferty
3016015,Mossley Primary School ,Primary,N4,Mark Keown
3016037,Greystone Primary School ,Primary,N5,Ann Woods
3016038,Hollybank Primary School ,Primary,N4,Mark Keown
3016040,Armoy Primary School ,Primary,N5,Ann Woods
3016052,Harpurs Hill Primary School ,Primary,N1,John McCusker
3016055,Gorran Primary School ,Primary,N1,John McCusker
3016058,Parkhall Primary School ,Primary,N3,Gearoid Rafferty
3016063,Dunclug Primary School ,Primary,N2,Gillian McEwen
3016119,Garvagh Primary School ,Primary,N1,John McCusker
3016125,Rasharkin Primary School ,Primary,N5,Ann Woods
3016129,Carniny Primary School ,Primary,N2,Gillian McEwen
3016170,Ballyhenry Primary School ,Primary,N3,Gearoid Rafferty
3016225,Woodlawn Primary School ,Primary,N4,Mark Keown
3016244,Ashgrove Primary School ,Primary,N3,Gearoid Rafferty
3016249,Earlview Primary School ,Primary,N4,Mark Keown
3016252,Ballysally Primary School ,Primary,N1,John McCusker
3016257,Oakfield Primary School ,Primary,N4,Mark Keown
3016260,Cloughmills Primary School ,Primary,N5,Ann Woods
3016264,Irish Society's Primary School ,Primary,N1,John McCusker
3016269,Cairncastle Primary School ,Primary,N4,Mark Keown
3016283,Knockloughrim Primary School ,Primary,SW3,Peter Dennis
3016414,Fairview Primary School ,Primary,N2,Gillian McEwen
3016440,Portglenone Primary School ,Primary,N5,Ann Woods
3016444,Hazelbank Primary School ,Primary,N2,Gillian McEwen
3016594,Bushvalley Primary School ,Primary,N5,Ann Woods
3016705,Islandmagee Primary School,Primary,N4,Mark Keown
3030434,Creggan Primary School ,Primary,N5,Ann Woods
3030438,Millquarter Primary School ,Primary,N3,Gearoid Rafferty
3030547,St Patrick's Primary School ,Primary,N1,John McCusker
3030588,St Mary's Primary School ,Primary,N5,Ann Woods
3030621,St Mary's Primary School ,Primary,N5,Ann Woods
3030688,Mount St Michael's Primary School ,Primary,N3,Gearoid Rafferty
3030708,Glenann Primary School ,Primary,N2,Gillian McEwen
3030719,St Olcan's Primary School ,Primary,N5,Ann Woods
3030815,Moneynick Primary School ,Primary,N5,Ann Woods
3030832,St Comgall's Primary School ,Primary,N3,Gearoid Rafferty
3030890,St Brigid's Primary School ,Primary,N2,Gillian McEwen
3030894,St Mary's Primary School ,Primary,N2,Gillian McEwen
3030898,St Anne's Primary School ,Primary,N2,Gillian McEwen
3030900,St Anthony's Primary School ,Primary,N4,Mark Keown
3032018,St Brigid's Primary School Tirkane,Primary,SW3,Peter Dennis
3032109,New Row Primary School ,Primary,SW3,Peter Dennis
3032185,St Trea's Primary School ,Primary,SW3,Peter Dennis
3032197,Knocknagin Primary School ,Primary,SW3,Peter Dennis
3032202,St Columba's Primary School ,Primary,N1,John McCusker
3032205,St Columb's Primary School (Cullion),Primary,SW3,Peter Dennis
3032218,Crossroads Primary School ,Primary,SW3,Peter Dennis
3032231,St Colum's Primary School ,Primary,N1,John McCusker
3032246,St John Bosco Primary School Ballynease,Primary,SW3,Peter Dennis
3032257,Anahorish Primary School ,Primary,SW3,Peter Dennis
3032268,St Columba's Primary School ,Primary,SW3,Peter Dennis
3032271,St Eoghan's Primary School ,Primary,SW3,Peter Dennis
3032273,St Mary's Primary School ,Primary,SW3,Peter Dennis
3032274,St John's Primary School ,Primary,SW3,Peter Dennis
3032275,Greenlough Primary School (St Mary's),Primary,SW3,Peter Dennis
3032281,St Mary's Primary School ,Primary,SW3,Peter Dennis
3032285,St Patrick's & St Joseph's Primary School ,Primary,N1,John McCusker
3032297,St Malachy's Primary School ,Primary,N1,John McCusker
3033303,St Oliver Plunkett's Primary School ,Primary,N3,Gearoid Rafferty
3033313,St Bernard's Primary School ,Primary,N3,Gearoid Rafferty
3033317,St John's Primary School ,Primary,N2,Gillian McEwen
3033320,St Patrick's Primary School ,Primary,N5,Ann Woods
3033326,St Brigid's Primary School ,Primary,N5,Ann Woods
3033709,St John's Primary School ,Primary,N1,John McCusker
3036026,St Joseph's Primary School ,Primary,N3,Gearoid Rafferty
3036039,St Mary's Primary School (Glenview),Primary,SW3,Peter Dennis
3036046,St Mary's-on-the-Hill Primary School ,Primary,N3,Gearoid Rafferty
3036050,St Joseph's Primary School ,Primary,N3,Gearoid Rafferty
3036100,St James' Primary School and Nursery Unit,Primary,N4,Mark Keown
3036103,St Brigid's Primary School ,Primary,SW3,Peter Dennis
3036131,St Patrick's Primary School ,Primary,N2,Gillian McEwen
3036139,St Macnissi's Primary School ,Primary,N4,Mark Keown
3036147,St Columba's Primary School ,Primary,N1,John McCusker
3036154,St Patrick's Primary School ,Primary,N2,Gillian McEwen
3036243,St Joseph's Primary School ,Primary,N2,Gillian McEwen
3036268,St Ciaran's Primary School ,Primary,N2,Gillian McEwen
3036292,St Patrick's Primary School (Glen),Primary,SW3,Peter Dennis
3036559,St Patrick's & St Brigid's Primary School ,Primary,N5,Ann Woods
3036562,Holy Family Primary School ,Primary,SW3,Peter Dennis
3036563,St Nicholas' Primary School ,Primary,N4,Mark Keown
3036575,St Macnissi's Primary School ,Primary,N4,Mark Keown
3036666,St Colmcille's Primary School ,Primary,N2,Gillian McEwen
3036679,St Brigid's Primary School,Primary,N2,Gillian McEwen
3036683,St Paul's Primary School,Primary,N5,Ann Woods
3036704,Mary Queen of Peace Primary School,Primary,N2,Gillian McEwen
3046653,Gaelscoil an Chaistil,Primary,N5,Ann Woods
3046678,Gaelscoil na Spéiríní,Primary,SW3,Peter Dennis
3046684,Gaelscoil Ghleann Darach ,Primary,N3,Gearoid Rafferty
3046685,Gaelscoil Eanna ,Primary,N3,Gearoid Rafferty
3046691,Gaelscoil an tSeanchaí ,Primary,SW3,Peter Dennis
3050519,Carnlough Controlled Integrated Primary School,Primary,N2,Gillian McEwen
3050791,Glengormley Integrated Primary School ,Primary,N3,Gearoid Rafferty
3050841,Central Integrated Primary School ,Primary,N4,Mark Keown
3050859,Crumlin Controlled Intergrated Primary School ,Primary,N3,Gearoid Rafferty
3050866,Ballymoney Controlled Integrated Primary School ,Primary,N5,Ann Woods
3050899,Seaview Integrated Primary School,Primary,N2,Gillian McEwen
3052071,Carhill Integrated Primary School ,Primary,N1,John McCusker
3053333,Ballycastle Integrated Primary School ,Primary,N5,Ann Woods
3056231,Six Mile Integrated Primary School,Primary,N3,Gearoid Rafferty
3056248,Round Tower Integrated Primary School ,Primary,N3,Gearoid Rafferty
3056708,Mallusk Controlled Integrated Primary ,Primary,N3,Gearoid Rafferty
3066544,Millstrand Integrated Primary School,Primary,N1,John McCusker
3066551,Braidside Integrated Primary School ,Primary,N5,Ann Woods
3066561,Corran Integrated Primary School ,Primary,N4,Mark Keown
3066568,Acorn Integrated Primary School ,Primary,N4,Mark Keown
3066613,Spires Integrated Primary School ,Primary,SW3,Peter Dennis
3066652,Maine Integrated Primary School,Primary,N3,Gearoid Rafferty
3150037,Ballymena Integrated Nursery School,Nursery,N2,Gillian McEwen
3116034,Ballymoney Nursery School,Nursery,N1,Gillian McEwen
3116150,Sunnylands Nursery School,Nursery,N4,Ann Woods
3116162,Mossley Nursery School,Nursery,N1,Gillian McEwen
3116165,Dunclug Nursery School,Nursery,N2,Gillian McEwen
3116166,Ballyhenry Nursery School,Nursery,N3,Gillian McEwen
3116167,Steeple Nursery School,Nursery,N3,Gillian McEwen
3156177,Magherafelt Integrated Nursery School,Nursery,SW3,Aisling Clerkin
3116214,Ashgrove Nursery School,Nursery,N3,Gillian McEwen
3116215,Kylemore Nursery School,Nursery,N5,Ann Woods
3116219,Monkstown Nursery School,Nursery,N1,Gillian McEwen
3116220,Ballyclare Nursery School,Nursery,N3,Gillian McEwen
3116263,Ballysally Nursery School,Nursery,N5,Ann Woods
3136183,St Joseph's Nursery School,Nursery,N3,Gillian McEwen
3136332,St Anthony's Nursery School,Nursery,N2,Gillian McEwen
3210035,Magherafelt High School,Post-primary,SW3,Peter Dennis
3210038,Larne High School,Post-primary,N4,Fionnuala McCann
3210124,Ballycastle High School,Post-primary,N1,John McCusker
3210133,Ballymoney High School,Post-primary,N2,Mark Keown
3210134,Ballyclare Secondary School,Post-primary,N3,Gearoid Rafferty
3210172,Cullybackey College,Post-primary,N2,Mark Keown
3210202,Integrated College Glengormley ,Post-primary,N3,Gearoid Rafferty
3210208,Dunclug College,Post-primary,N2,Mark Keown
3210222,Dunluce School,Post-primary,N1,John McCusker
3210300,Coleraine College,Post-primary,N1,John McCusker
3210313,Abbey Community College,Post-primary,N4,Fionnuala McCann
3210323,Carrickfergus Academy,Post-primary,N4,Fionnuala McCann
3230075,Our Lady of Lourdes High School,Post-primary,N2,Mark Keown
3230084,St Patrick's College,Post-primary,N2,Mark Keown
3230132,St Colm's High School,Post-primary,SW3,Peter Dennis
3230168,St Pius X College,Post-primary,SW3,Peter Dennis
3230203,Edmund Rice College,Post-primary,N3,Gearoid Rafferty
3230227,Cross and Passion College,Post-primary,N1,John McCusker
3230234,St Patrick's Co-ed Comprehensive College,Post-primary,SW3,Peter Dennis
3230308,St Benedict's College (MK)*,Post-primary,N3,Mark Keown
3230310,St Killian's College,Post-primary,N2,Mark Keown
3230318,St Conor's College,Post-primary,SW3,Peter Dennis
3250149,Crumlin Integrated College,Post-primary,N3,Gearoid Rafferty
3250207,Parkhall Integrated College,Post-primary,N3,Gearoid Rafferty
3260289,Slemish College,Post-primary,N2,Mark Keown
3260290,North Coast Integrated College,Post-primary,N1,John McCusker
3260299,Ulidia Integrated College,Post-primary,N4,Fionnuala McCann
3260303,Sperrin Integrated College,Post-primary,SW3,Peter Dennis
3310018,Rosstulla Special School,Special,N4,Fionnuala McCann
3316510,Hill Croft Special School,Special,N4,Fionnuala McCann
3316512,Sandelford Special School,Special,N1,John McCusker
3316514,Roddensvale Special School,Special,N4,Fionnuala McCann
3316547,Thornfield Special School,Special,N4,Fionnuala McCann
3316570,Kilronan Special School,Special,SW3,Peter Dennis
3316609,Riverside Special School,Special,N3,Gearoid Rafferty
3316676,Castletower School,Special,N2,Mark Keown
3340002,Jordanstown Special School,Special,N4,Fionnuala McCann
3410008,Ballyclare High School,Post-primary,N3,Gearoid Rafferty
3410098,Carrickfergus Grammar School,Post-primary,N4,Fionnuala McCann
3410209,Antrim Grammar School,Post-primary,N3,Gearoid Rafferty
3410297,Cambridge House Grammar School,Post-primary,N2,Mark Keown
3420010,St Louis Grammar School,Post-primary,N2,Mark Keown
3420011,Ballymena Academy (GR)*,Post-primary,N2,Gearoid Rafferty
3420012,Dalriada School,Post-primary,N1,John McCusker
3420034,Loreto College,Post-primary,N1,John McCusker
3420046,Larne Grammar School,Post-primary,N4,Fionnuala McCann
3420058,Rainey Endowed School,Post-primary,SW3,Peter Dennis
3420068,Dominican College,Post-primary,N1,John McCusker
3420077,Belfast High School,Post-primary,N4,Fionnuala McCann
3420080,St Mary’s Grammar School,Post-primary,SW3,Peter Dennis
3420317,Coleraine Grammar,Post-primary,N1,John McCusker
4010512,McKinney Primary School Dundrod,Primary,BSE4,Jill Garland
4010720,Ballycarrickmaddy Primary School ,Primary,BSE4,Jill Garland
4010743,Largymore Primary School ,Primary,BSE4,Jill Garland
4010762,Brownlee Primary School ,Primary,BSE4,Jill Garland
4010788,Dunmurry Primary School ,Primary,BSE3,Julie Harris
4010807,Lisburn Central Primary School ,Primary,BSE4,Jill Garland
4010882,Seymour Hill Primary School ,Primary,BSE4,Jill Garland
4010885,Tonagh Primary School ,Primary,BSE4,Jill Garland
4011265,Ballyvester Primary School ,Primary,BSE6,Cheryl Stafford
4011300,Grey Abbey Primary School ,Primary,BSE6,Cheryl Stafford
4011310,Carrickmannon Primary School ,Primary,BSE5,Maire Gorman
4011345,Newtownards Model Primary School ,Primary,BSE5,Maire Gorman
4011373,Kirkistown Primary School ,Primary,BSE6,Cheryl Stafford
4011462,Castle Gardens Primary School ,Primary,BSE6,Cheryl Stafford
4011488,Victoria Primary School (Ballyhalbert),Primary,BSE6,Cheryl Stafford
4011507,Portavogie Primary School ,Primary,BSE6,Cheryl Stafford
4011566,Ballywalter Primary School ,Primary,BSE6,Cheryl Stafford
4011567,Ballynahinch Primary School ,Primary,BSE8,Madeline Mason
4011578,Derryboy Primary School ,Primary,BSE5,Maire Gorman
4011584,Carr Primary School ,Primary,BSE4,Jill Garland
4011587,Dundonald Primary School ,Primary,BSE5,Maire Gorman
4011588,Comber Primary School ,Primary,BSE5,Maire Gorman
4011606,Gilnahirk Primary School ,Primary,BSE5,Maire Gorman
4011608,Anahilt Primary School ,Primary,BSE4,Jill Garland
4011619,Dromara Primary School ,Primary,BSE8,Madeline Mason
4011631,Holywood Primary School ,Primary,BSE6,Cheryl Stafford
4011632,Cregagh Primary School ,Primary,BSE5,Maire Gorman
4011645,Crawfordsburn Primary School ,Primary,BSE6,Cheryl Stafford
4011646,Victoria Primary School ,Primary,BSE6,Cheryl Stafford
4011650,Ballyholme Primary School ,Primary,BSE6,Cheryl Stafford
4011654,Donaghadee Primary School ,Primary,BSE6,Cheryl Stafford
4011657,Lisnasharragh Primary School ,Primary,BSE5,Maire Gorman
4011670,Clandeboye Primary School ,Primary,BSE6,Cheryl Stafford
4011674,Knockbreda Primary School ,Primary,BSE5,Maire Gorman
4011681,Millisle Primary School ,Primary,BSE6,Cheryl Stafford
4011683,Braniel Primary School ,Primary,BSE5,Maire Gorman
4011698,Newcastle Primary School ,Primary,BSE7,Pamela McCrum
4011699,Moneyrea Primary School ,Primary,BSE6,Cheryl Stafford
4013013,Belvoir Park Primary School ,Primary,BSE5,Maire Gorman
4013023,Bloomfield Primary School ,Primary,BSE6,Cheryl Stafford
4053024,Cairnshill Integrated Primary School ,Primary,BSE5,Maire Gorman
4013043,Lead Hill Primary School ,Primary,BSE5,Maire Gorman
4013044,Carryduff Primary School ,Primary,BSE5,Maire Gorman
4013045,Grange Park Primary School ,Primary,BSE6,Cheryl Stafford
4013046,Alexander Dickson Primary School ,Primary,BSE5,Maire Gorman
4013305,Harmony Hill Primary School ,Primary,BSE4,Jill Garland
4013334,Knockmore Primary School ,Primary,BSE4,Jill Garland
4016002,Kilcooley Primary School ,Primary,BSE6,Cheryl Stafford
4016004,Londonderry Primary School ,Primary,BSE5,Maire Gorman
4016020,Carrowdore Primary School ,Primary,BSE6,Cheryl Stafford
4016067,Rathmore Primary School ,Primary,BSE6,Cheryl Stafford
4016083,West Winds Primary School ,Primary,BSE5,Maire Gorman
4016104,Moira Primary School ,Primary,BSE8,Madeline Mason
4016111,Towerview Primary School ,Primary,BSE6,Cheryl Stafford
4016123,Spa Primary School ,Primary,BSE8,Madeline Mason
4016126,Andrews Memorial Primary School ,Primary,BSE5,Maire Gorman
4016144,Old Warren Primary School ,Primary,BSE4,Jill Garland
4016145,Killowen Primary School ,Primary,BSE4,Jill Garland
4016192,Kilmaine Primary School ,Primary,BSE6,Cheryl Stafford
4016201,Academy Primary School ,Primary,BSE5,Maire Gorman
4016202,Ballinderry Primary School ,Primary,BSE4,Jill Garland
4016235,Downpatrick Primary School ,Primary,BSE7,Pamela McCrum
4016396,Killinchy Primary School ,Primary,BSE6,Cheryl Stafford
4016399,Abbey Primary School ,Primary,BSE5,Maire Gorman
4016401,Pond Park Primary School ,Primary,BSE4,Jill Garland
4016417,Maghaberry Primary School ,Primary,BSE4,Jill Garland
4016430,Ballymagee Primary School ,Primary,BSE6,Cheryl Stafford
4016441,Ballymacash Primary School ,Primary,BSE4,Jill Garland
4016503,Brooklands Primary School ,Primary,BSE5,Maire Gorman
4016615,Riverdale Primary School ,Primary,BSE4,Jill Garland
4016636,Meadow Bridge Primary School ,Primary,BSE4,Jill Garland
4016649,"Downshire Primary School, Hillsborough",Primary,BSE4,Jill Garland
4016650,Cumran Primary School ,Primary,BSE7,Pamela McCrum
4016681,Glasswater Primary School ,Primary,BSE7,Pamela McCrum
4030573,Ballymacward Primary School ,Primary,BSE4,Jill Garland
4030823,Ballymacrickett Primary School ,Primary,BSE4,Jill Garland
4030897,St Joseph's Primary School ,Primary,BSE4,Jill Garland
4031328,Christ the King Primary School ,Primary,BSE8,Madeline Mason
4031350,St Malachy's Primary School ,Primary,BSE7,Pamela McCrum
4031485,St Caolan's Primary School ,Primary,BSE5,Maire Gorman
4031526,St Patrick's Primary School ,Primary,BSE7,Pamela McCrum
4031531,St Francis' Primary School ,Primary,BSE7,Pamela McCrum
4031550,St Joseph's Primary School ,Primary,BSE7,Pamela McCrum
4031628,St Patrick's Primary School ,Primary,BSE6,Cheryl Stafford
4031660,St Joseph's Primary School ,Primary,BSE5,Maire Gorman
4031662,St Mary's Primary School ,Primary,BSE5,Maire Gorman
4031663,St Joseph's Primary School ,Primary,BSE7,Pamela McCrum
4031665,St Patrick's Primary School ,Primary,BSE8,Madeline Mason
4031671,St Patrick's Primary School ,Primary,BSE7,Pamela McCrum
4031673,St Mary's Primary School ,Primary,BSE7,Pamela McCrum
4031676,St Bernard's Primary School ,Primary,BSE5,Maire Gorman
4033002,St Mary's Aughlisnafin,Primary,BSE7,Pamela McCrum
4033005,St Joseph's Primary School ,Primary,BSE7,Pamela McCrum
4033007,St Macartan's Primary School ,Primary,BSE7,Pamela McCrum
4033012,The Holy Family Primary School ,Primary,BSE7,Pamela McCrum
4033017,St Finian's Primary School ,Primary,BSE6,Cheryl Stafford
4033028,St Patrick's Primary School ,Primary,BSE6,Cheryl Stafford
4033036,St Mary's Primary School ,Primary,BSE7,Pamela McCrum
4033037,St Joseph's Primary School ,Primary,BSE7,Pamela McCrum
4033040,St Brigid's Primary School ,Primary,BSE7,Pamela McCrum
4033306,St Aloysius Primary School ,Primary,BSE4,Jill Garland
4033307,St Colman's Primary School ,Primary,BSE4,Jill Garland
4036016,St Joseph's Primary School ,Primary,BSE7,Pamela McCrum
4036036,St Malachy's Primary School ,Primary,BSE7,Pamela McCrum
4036113,St Nicholas' Primary School ,Primary,BSE7,Pamela McCrum
4036133,Sacred Heart Primary School ,Primary,BSE7,Pamela McCrum
4036146,St Comgall's Primary School ,Primary,BSE6,Cheryl Stafford
4036148,St Malachy's Primary School ,Primary,BSE6,Cheryl Stafford
4036182,St Colmcille's Primary School ,Primary,BSE7,Pamela McCrum
4036285,The Good Shepherd Primary School ,Primary,BSE3,Julie Harris
4036428,St Mary's Primary School ,Primary,BSE6,Cheryl Stafford
4036454,St Malachy's Primary School ,Primary,BSE7,Pamela McCrum
4036455,St Patrick's Primary School ,Primary,BSE7,Pamela McCrum
4036480,St Kieran's Primary School ,Primary,BSE3,Julie Harris
4036530,St Mary's Primary School ,Primary,BSE6,Cheryl Stafford
4036591,Our Lady Queen of Peace Primary School ,Primary,BSE2,Elaine McAllister
4036618,Christ the Redeemer Primary School ,Primary,BSE4,Jill Garland
4036635,St Mary's Primary School ,Primary,BSE7,Pamela McCrum
4036642,St Ita's Primary School,Primary,BSE5,Maire Gorman
4036693,Our Lady and St Patrick Primary School,Primary,BSE7,Pamela McCrum
4036702,The Holy Evangelist  (St Luke's and St Mark's),Primary,BSE4,Jill Garland
4046600,Scoil na Fuiseoige,Primary,BSE4,Jill Garland
4046648,Bunscoil Bheanna Boirche,Primary,BSE7,Pamela McCrum
4051569,Kircubbin Integrated Primary School ,Primary,BSE6,Cheryl Stafford
4051601,Portaferry Integrated Primary School ,Primary,BSE6,Cheryl Stafford
4051680,Bangor Central Integrated Primary School ,Primary,BSE6,Cheryl Stafford
4053009,Annsborough Primary School ,Primary,BSE7,Pamela McCrum
4053020,Glencraig Integrated Primary School ,Primary,BSE6,Cheryl Stafford
4053308,Fort Hill Integrated Primary School ,Primary,BSE4,Jill Garland
4056541,All Childrens Integrated Primary School,Primary,BSE7,Pamela McCrum
4056709,Killyleagh Integrated Primary School ,Primary,BSE7,Pamela McCrum
4056710,Loughries Integrated Primary School ,Primary,BSE6,Cheryl Stafford
4066579,Loughview Integrated Primary School ,Primary,BSE5,Maire Gorman
4066588,Cedar Integrated Primary School ,Primary,BSE7,Pamela McCrum
4066611,Oakwood Integrated Primary School ,Primary,BSE4,Jill Garland
4066644,Millennium Integrated Primary School ,Primary,BSE5,Maire Gorman
4066668,Drumlins Integrated Primary School ,Primary,BSE8,Madeline Mason
4066682,Rowandale Integrated Primary School,Primary,BSE8,Madeline Mason
4110030,Holywood Nursery School,Nursery,BSE6,Maire Gorman
4110035,Newtownards Nursery School,Nursery,BSE5,Jill Garland
4116018,Barbour Nursery School,Nursery,BSE4,Jill Garland
4116175,Trinity Nursery School,Nursery,BSE6,Maire Gorman
4116176,Downpatrick Nursery School,Nursery,BSE7,Pamela McCrum
4116216,King's Road Nursery School,Nursery,BSE1,Mairead Leonard
4116239,Knockbreda Nursery School,Nursery,BSE1,Mairead Leonard
4116240,Castlereagh Nursery School,Nursery,BSE1,Mairead Leonard
4116307,Glenbrook Nursery School,Nursery,BSE5,Jill Garland
4116418,Pond Park Nursery School,Nursery,BSE4,Jill Garland
4136211,St Colmcille's Nursery School,Nursery,BSE7,Pamela McCrum
4136212,Convent of Mercy Nursery School,Nursery,BSE7,Pamela McCrum
4136286,Good Shepherd Nursery School,Nursery,BSE4,Jill Garland
4136317,Holy Trinity Nursery School,Nursery,BSE4,Jill Garland
4136368,St Luke's Nursery School,Nursery,BSE4,Jill Garland
4136481,St Kieran's Nursery School,Nursery,BSE4,Jill Garland
4136606,St Therese Nursery School,Nursery,BSE4,Jill Garland
4136626,Kircubbin Community Nursery School,Nursery,BSE5,Jill Garland
4150029,Bangor Integrated Nursery School,Nursery,BSE6,Maire Gorman
4210012,Movilla High School,Post-primary,BSE6,Cheryl Stafford
4210029,The High School Ballynahinch,Post-primary,BSE9,Catherine Thompson
4210045,Nendrum College,Post-primary,BSE6,Cheryl Stafford
4210046,Glastry College,Post-primary,BSE6,Cheryl Stafford
4210051,Lisnagarvey High School,Post-primary,BSE4,Susan O'Boyle
4210063,Saintfield High School,Post-primary,BSE7,Fionnuala McCann
4210201,Laurelhill Community College,Post-primary,BSE4,Susan O'Boyle
4210262,Dundonald High School,Post-primary,BSE4,Susan O'Boyle
4210296,Bangor Academy and 6th Form College,Post-primary,BSE6,Cheryl Stafford
4210316,Breda Academy ,Post-primary,BSE4,Susan O'Boyle
4230067,St Columba's College,Post-primary,BSE6,Cheryl Stafford
4230102,St Colmcille's High School,Post-primary,BSE7,Fionnuala McCann
4230107,St Columbanus' College,Post-primary,BSE6,Cheryl Stafford
4230161,St Colman's High and Sixth Form College ,Post-primary,BSE9,Catherine Thompson
4230165,St Patrick's Academy,Post-primary,BSE4,Susan O'Boyle
4230211,St Malachy's High School,Post-primary,BSE7,Fionnuala McCann
4230223,St Colm’s High School,Post-primary,BSE2,Wendy Crawford
4250024,Priory College,Post-primary,BSE1,Cathy Buhac
4250072,Fort Hill College,Post-primary,BSE4,Susan O'Boyle
4260255,Lagan College,Post-primary,BSE4,Susan O'Boyle
4260281,Shimna Integrated College,Post-primary,BSE7,Fionnuala McCann
4260295,Strangford Integrated College,Post-primary,BSE6,Cheryl Stafford
4260309,Blackwater Integrated College,Post-primary,BSE7,Fionnuala McCann
4310008,Beechlawn Special School,Special,SW4,Karen Gray
4310013,Killard House Special School,Special,BSE6,Cheryl Stafford
4310019,Ardmore House Special School,Special,BSE7,Fionnuala McCann
4316022,Brookfield Special School,Special,SW4,Karen Gray
4316273,Longstone Special School,Special,BSE4,Susan O'Boyle
4316515,Parkview Special School,Special,BSE4,Susan O'Boyle
4316516,Knockevin Special School,Special,BSE7,Fionnuala McCann
4316517,Tor Bank Special School,Special,BSE4,Susan O'Boyle
4316518,Clifton Special School,Special,BSE6,Cheryl Stafford
4316614,Lakewood Special School,Special,BSE6,Cheryl Stafford
4410063,Regent House School,Post-primary,BSE6,Cheryl Stafford
4410085,Down High School,Post-primary,BSE7,Fionnuala McCann
4410097,Glenlola Collegiate,Post-primary,BSE6,Cheryl Stafford
4420015,Bangor Grammar School,Post-primary,BSE6,Cheryl Stafford
4420044,Sullivan Upper School,Post-primary,BSE1,Cathy Buhac
4420050,Friends' School,Post-primary,BSE4,Susan O'Boyle
4420051,Wallace High School,Post-primary,BSE4,Susan O'Boyle
4420086,Assumption Grammar School,Post-primary,BSE9,Catherine Thompson
4420259,Our Lady and St Patrick’s College,Post-primary,BSE4,Susan O'Boyle
4420825,Lecale Trinity Grammar School (new school),Post-primary,BSE7,Catherine Thompson
4610063,Regent House School,Prep,BSE5,Maire Gorman
4620044,Sullivan Upper School,Prep,BSE6,Cheryl Stafford
4620050,Friends' School,Prep,BSE4,Jill Garland
4620051,Wallace High School,Prep,BSE4,Jill Garland
5010909,Foley County Primary School,Primary,SW8,Mairead Leonard
5050992,Lurgan Model Integrated Primary School,Primary,SW4,Karen Gray
5011019,Mullaglass Primary School,Primary,BSE9,Catherine Thompson
5011095,Mullavilly Primary School,Primary,SW6,Deirdre Robson
5011112,Hardy Memorial Primary School,Primary,SW4,Karen Gray
5011115,Armstrong Primary School,Primary,SW1,Sharon Mulligan
5011116,Tandragee Primary School,Primary,SW6,Deirdre Robson
5011119,Darkley Primary School,Primary,SW8,Mairead Leonard
5011124,"Kings Park Primary School, Lurgan",Primary,SW4,Karen Gray
5011127,"Carrick Primary School, Lurgan",Primary,SW4,Karen Gray
5011129,Hart Memorial Primary School,Primary,SW4,Karen Gray
5011132,Killylea Primary School,Primary,SW1,Sharon Mulligan
5011137,Newtownhamilton Primary School,Primary,BSE9,Catherine Thompson
5011142,Clare Primary School,Primary,SW6,Deirdre Robson
5011153,Lisnadill Primary School,Primary,SW6,Deirdre Robson
5011157,Derryhale Primary School,Primary,SW4,Karen Gray
5011161,Mountnorris Primary School,Primary,SW8,Mairead Leonard
5011165,Rich Mount Primary School,Primary,SW4,Karen Gray
5011174,Birches Primary School,Primary,SW2,Jane Sidor
5011175,Cortamlet Primary School,Primary,BSE9,Catherine Thompson
